,Polygon,Length_A,Width_A,lat,lon,Length_M,Width_M,File,Month,Group,Month_Group
583,25,0.821173961,0.221210944,58.84625028,10.97594199,0.689,0.216,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
584,12,0.823353344,0.263051568,58.82030496,11.0174235,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
585,28,0.830856775,0.310941454,58.82093592,11.03045821,0.64,0.239,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
586,12,0.83183914,0.293674792,58.82109808,11.03008298,0.795,0.287,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
587,3,0.834439633,0.236405005,58.82205094,11.03013841,0.78,0.241,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
588,21,0.834537491,0.238663477,58.84633479,10.97552792,0.607,0.208,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
589,23,0.835320498,0.295386943,58.82099985,11.03047177,0.711,0.302,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
590,28,0.83536906,0.283944165,58.82034732,11.02246919,0.802,0.26,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
591,34,0.835705993,0.274477159,58.8461206,10.97594696,0.805,0.311,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
592,5,0.837711988,0.261908457,58.82064518,11.01731029,0.715,0.227,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
593,27,0.838692745,0.239904959,58.82093544,11.03043089,0.652,0.279,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
594,1,0.84226924,0.251686189,58.8467482,10.97552035,0.76,0.258,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
595,29,0.844578251,0.365533498,58.82032129,11.02224239,0.774,0.269,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
596,10,0.845610913,0.255452076,58.82052395,11.02286697,0.791,0.243,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
597,24,0.848727367,0.277047513,58.82097571,11.03044591,0.661,0.249,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
598,13,0.850946842,0.305274855,58.8464417,10.97597695,0.826,0.292,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
599,8,0.852086313,0.274716181,58.846083,10.97474444,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
600,7,0.854036302,0.258973111,58.84569982,11.00395787,0.78,0.283,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
601,4,0.854340053,0.269755123,58.81966702,11.02716035,NA,NA,June_Seal_Pups_Meta_Day4,June,Pups,June Pup
602,29,0.856324249,0.270428365,58.84623457,10.97558464,0.75,0.246,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
603,22,0.868976022,0.260900989,58.82012365,11.01715633,0.779,0.253,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
604,4,0.875490283,0.287975187,58.82204379,11.03019821,0.8,0.3,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
605,18,0.87638445,0.261190787,58.82033564,11.01746607,0.763,0.266,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
606,6,0.892230109,0.230806946,58.84570655,11.00395246,0.862,0.246,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
607,17,0.89294595,0.257239987,58.82163036,11.03071632,0.997,0.294,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
608,5,0.924009751,0.332714655,58.82053647,11.02288844,0.762,0.279,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
609,25,0.938085211,0.327104512,58.82040024,11.02273008,0.863,0.319,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
610,14,0.940729342,0.243538601,58.82107328,11.03007237,0.867,0.271,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
611,2,0.967901864,0.29137664,58.82197916,11.0301416,0.83,0.3,June_Seal_Pups_Flaton_Day3,June,Pups,June Pup
612,9,1.009580895,0.237078518,58.84567996,11.00396603,0.67,0.254,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
613,35,0.794381078,0.298247155,58.82003786,11.02734878,0.9,0.285,1-Meta1-Sep,Sep,Mixed,September Mixed
614,34,0.814806778,0.33302861,58.82004299,11.0273695,0.89,0.298,1-Meta1-Sep,Sep,Mixed,September Mixed
615,11,0.817042145,0.335880429,58.82193998,11.02782594,0.84,0.29,2_Meta2-Sep,Sep,Mixed,September Mixed
616,4,0.842739411,0.339419569,58.81965904,11.02714005,0.78,0.29,1-Meta1-Sep,Sep,Mixed,September Mixed
617,38,0.893421926,0.395690934,58.81998429,11.02735449,1.17,0.416,1-Meta1-Sep,Sep,Mixed,September Mixed
618,14,0.911235209,0.400534757,58.81975928,11.01627875,1.02,0.39,5-Svarta2_Sep,Sep,Mixed,September Mixed
619,1,0.917524275,0.383808192,58.81984821,11.01640194,0.94,0.315,5-Svarta2_Sep,Sep,Mixed,September Mixed
620,12,0.921591136,0.338641859,58.81976379,11.01631935,1.18,0.382,5-Svarta2_Sep,Sep,Mixed,September Mixed
621,20,0.92616786,0.351304155,58.8197387,11.01626677,1.02,0.399,5-Svarta2_Sep,Sep,Mixed,September Mixed
622,36,0.927450491,0.378154353,58.82003218,11.02729356,1.01,0.367,1-Meta1-Sep,Sep,Mixed,September Mixed
623,8,0.930271032,0.434422229,58.81978606,11.01632118,1.1,0.392,5-Svarta2_Sep,Sep,Mixed,September Mixed
624,28,0.930869914,0.384258379,58.81958224,11.01666958,0.97,0.386,5-Svarta2_Sep,Sep,Mixed,September Mixed
625,35,0.932581108,0.351296708,58.81954022,11.01646148,1.03,0.335,5-Svarta2_Sep,Sep,Mixed,September Mixed
626,23,0.940654719,0.38926964,58.81958674,11.02703341,1.14,0.36,1-Meta1-Sep,Sep,Mixed,September Mixed
627,4,0.945717067,0.340690586,58.81983048,11.01639585,0.94,0.333,5-Svarta2_Sep,Sep,Mixed,September Mixed
628,6,0.948227147,0.368624822,58.82043007,11.04109102,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
629,15,0.951729406,0.333058737,58.81975533,11.01630033,0.97,0.37,5-Svarta2_Sep,Sep,Mixed,September Mixed
630,6,0.956314819,0.399040104,58.82201956,11.02779619,1.07,0.412,2_Meta2-Sep,Sep,Mixed,September Mixed
631,6,0.96041249,0.361656444,58.81979869,11.01630794,1.08,0.369,5-Svarta2_Sep,Sep,Mixed,September Mixed
632,37,0.969461382,0.36274439,58.81948433,11.01650064,1.12,0.363,5-Svarta2_Sep,Sep,Mixed,September Mixed
633,7,0.974228345,0.355356928,58.81975979,11.01627019,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
634,40,0.976438528,0.394789807,58.81995669,11.02734258,1.07,0.363,1-Meta1-Sep,Sep,Mixed,September Mixed
635,7,0.980296875,0.369304214,58.81978955,11.01630935,1.23,0.41,5-Svarta2_Sep,Sep,Mixed,September Mixed
636,1,0.98305663,0.381430873,58.82048238,11.04110506,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
637,28,0.984434793,0.328247335,58.82007554,11.02734984,1.13,0.377,1-Meta1-Sep,Sep,Mixed,September Mixed
638,21,1.001182865,0.365172251,58.81973431,11.01633857,1.15,0.42,5-Svarta2_Sep,Sep,Mixed,September Mixed
639,5,1.002833408,0.406801609,58.81982541,11.01635098,1.05,0.392,5-Svarta2_Sep,Sep,Mixed,September Mixed
640,26,1.006898506,0.44474516,58.81959566,11.01649525,1.15,0.389,5-Svarta2_Sep,Sep,Mixed,September Mixed
641,15,1.009841714,0.322069724,58.82058824,11.04129872,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
642,42,1.016017048,0.405064936,58.81993751,11.02737356,0.98,0.398,1-Meta1-Sep,Sep,Mixed,September Mixed
643,7,1.031708814,0.34604586,58.82200761,11.02777249,1.04,0.319,2_Meta2-Sep,Sep,Mixed,September Mixed
644,10,1.031746299,0.372237397,58.81961666,11.02719888,1.36,0.373,1-Meta1-Sep,Sep,Mixed,September Mixed
645,10,1.033730187,0.340193122,58.81974584,11.01627632,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
646,8,1.036629651,0.359434774,58.81962953,11.02720089,0.98,0.365,1-Meta1-Sep,Sep,Mixed,September Mixed
647,25,1.04001871,0.358555231,58.8197005,11.01627846,1.23,0.419,5-Svarta2_Sep,Sep,Mixed,September Mixed
648,31,1.044471709,0.384157599,58.82006016,11.02737866,1.16,0.367,1-Meta1-Sep,Sep,Mixed,September Mixed
649,29,1.048351309,0.351312581,58.81958281,11.01645998,1.04,0.368,5-Svarta2_Sep,Sep,Mixed,September Mixed
650,9,1.048807752,0.377492261,58.81977696,11.01633355,1.06,0.407,5-Svarta2_Sep,Sep,Mixed,September Mixed
651,7,1.050125157,0.383892497,58.82042743,11.04104812,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
652,32,1.051868389,0.372389593,58.81956258,11.0166574,1.05,0.37,5-Svarta2_Sep,Sep,Mixed,September Mixed
653,8,1.053383559,0.39677538,58.82041503,11.04107942,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
654,16,1.054941223,0.346795521,58.81960195,11.02717179,1.07,0.335,1-Meta1-Sep,Sep,Mixed,September Mixed
655,3,1.055315229,0.405719645,58.81966251,11.02718556,1.02,0.327,1-Meta1-Sep,Sep,Mixed,September Mixed
656,37,1.059638153,0.33831556,58.82001469,11.02737586,1.04,0.329,1-Meta1-Sep,Sep,Mixed,September Mixed
657,2,1.060466676,0.398617479,58.81969817,11.0270617,1.25,0.399,1-Meta1-Sep,Sep,Mixed,September Mixed
658,4,1.062894115,0.358985125,58.82045319,11.04106547,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
659,34,1.063687614,0.391550957,58.81956559,11.01644984,1.18,0.401,5-Svarta2_Sep,Sep,Mixed,September Mixed
660,12,1.067003014,0.395165105,58.82193866,11.02777854,1.19,0.379,2_Meta2-Sep,Sep,Mixed,September Mixed
661,3,1.067251397,0.386778863,58.81978861,11.0162607,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
662,3,1.071431276,0.389142451,58.8204677,11.04105978,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
663,18,1.073308251,0.387030287,58.81959681,11.02719252,1.244,0.387,1-Meta1-Sep,Sep,Mixed,September Mixed
664,4,1.076303537,0.377119382,58.82203833,11.02780638,1.25,0.409,2_Meta2-Sep,Sep,Mixed,September Mixed
665,24,1.078298725,0.335563856,58.81958357,11.02710235,1.23,0.372,1-Meta1-Sep,Sep,Mixed,September Mixed
666,21,1.082364072,0.394412004,58.81958825,11.02717562,1.25,0.38,1-Meta1-Sep,Sep,Mixed,September Mixed
667,22,1.087798532,0.339591794,58.81958562,11.027061,1.21,0.35,1-Meta1-Sep,Sep,Mixed,September Mixed
668,13,1.087824323,0.359945977,58.81976373,11.01627638,1.15,0.403,5-Svarta2_Sep,Sep,Mixed,September Mixed
669,24,1.091138395,0.410342829,58.81970921,11.01629229,1.17,0.416,5-Svarta2_Sep,Sep,Mixed,September Mixed
670,11,1.094485163,0.377728493,58.82064115,11.04141548,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
671,41,1.099315969,0.396963297,58.81994701,11.02733649,1.05,0.381,1-Meta1-Sep,Sep,Mixed,September Mixed
672,7,1.100148065,0.394868612,58.81962828,11.02715656,1.37,0.381,1-Meta1-Sep,Sep,Mixed,September Mixed
673,1,1.10594886,0.396259966,58.81971254,11.02708633,1.27,0.42,1-Meta1-Sep,Sep,Mixed,September Mixed
674,9,1.108458285,0.378408902,58.82196038,11.02776249,1.14,0.37,2_Meta2-Sep,Sep,Mixed,September Mixed
675,26,1.110742793,0.346280648,58.81956015,11.02708601,0.98,0.364,1-Meta1-Sep,Sep,Mixed,September Mixed
676,14,1.113077979,0.370186482,58.82058929,11.04136307,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
677,9,1.114017734,0.336708864,58.8204047,11.0410651,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
678,17,1.121399442,0.392271395,58.81959928,11.02710828,1.24,0.44,1-Meta1-Sep,Sep,Mixed,September Mixed
679,10,1.123197364,0.373164026,58.82065572,11.04144842,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
680,22,1.125353299,0.420746958,58.81973153,11.0162688,1.22,0.434,5-Svarta2_Sep,Sep,Mixed,September Mixed
681,40,1.127024438,0.408321089,58.81945153,11.01645217,1.17,0.377,5-Svarta2_Sep,Sep,Mixed,September Mixed
682,31,1.129520351,0.418223202,58.81957202,11.01647599,1.27,0.381,5-Svarta2_Sep,Sep,Mixed,September Mixed
683,2,1.131413779,0.382948029,58.81983721,11.01636132,1.24,0.354,5-Svarta2_Sep,Sep,Mixed,September Mixed
684,33,1.14207054,0.423868309,58.81956412,11.01646495,1.08,0.433,5-Svarta2_Sep,Sep,Mixed,September Mixed
685,5,1.14441224,0.325147735,58.82044869,11.04108583,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
686,19,1.150503948,0.373820763,58.81973581,11.01631182,1.2,0.386,5-Svarta2_Sep,Sep,Mixed,September Mixed
687,27,1.159425065,0.416814807,58.8195891,11.01648468,1.32,0.401,5-Svarta2_Sep,Sep,Mixed,September Mixed
688,32,1.163925834,0.398002149,58.82005789,11.02731739,1.32,0.4,1-Meta1-Sep,Sep,Mixed,September Mixed
689,30,1.164614991,0.414212707,58.82006265,11.02733832,1.27,0.416,1-Meta1-Sep,Sep,Mixed,September Mixed
690,11,1.166766118,0.414658988,58.81977147,11.01630773,1.21,0.409,5-Svarta2_Sep,Sep,Mixed,September Mixed
691,19,1.170519829,0.385504099,58.8195962,11.02715275,1.08,0.385,1-Meta1-Sep,Sep,Mixed,September Mixed
692,12,1.172597453,0.415683593,58.82062654,11.0414024,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
693,25,1.172766161,0.350308438,58.81957464,11.02714209,1.05,0.35,1-Meta1-Sep,Sep,Mixed,September Mixed
694,5,1.17322362,0.414876502,58.81964709,11.02718026,1.49,0.401,1-Meta1-Sep,Sep,Mixed,September Mixed
695,1,1.174930627,0.356108716,58.81981587,11.01635837,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
696,12,1.176458696,0.401204575,58.81961281,11.02710708,1.42,0.42,1-Meta1-Sep,Sep,Mixed,September Mixed
697,5,1.17922797,0.368407432,58.81977491,11.01627105,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
698,15,1.184302766,0.406076195,58.81960589,11.0270821,1.2,0.381,1-Meta1-Sep,Sep,Mixed,September Mixed
699,13,1.185160998,0.337048661,58.82061758,11.04138782,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
700,17,1.186189662,0.390174836,58.81974849,11.01631303,1.19,0.391,5-Svarta2_Sep,Sep,Mixed,September Mixed
701,30,1.187684047,0.389267082,58.8195765,11.01648532,1.19,0.4,5-Svarta2_Sep,Sep,Mixed,September Mixed
702,23,1.188957904,0.433228196,58.81972237,11.01628259,1.35,0.428,5-Svarta2_Sep,Sep,Mixed,September Mixed
703,2,1.190448984,0.355905415,58.82205063,11.02779338,1.23,0.43,2_Meta2-Sep,Sep,Mixed,September Mixed
704,8,1.194345504,0.40044515,58.82197225,11.02774081,1.23,0.4,2_Meta2-Sep,Sep,Mixed,September Mixed
705,38,1.194379966,0.45546411,58.81947333,11.01648771,1.22,0.439,5-Svarta2_Sep,Sep,Mixed,September Mixed
706,39,1.196333514,0.379096762,58.81946374,11.01647354,1.05,0.352,5-Svarta2_Sep,Sep,Mixed,September Mixed
707,16,1.19700184,0.396788536,58.81975236,11.01628754,1.13,0.36,5-Svarta2_Sep,Sep,Mixed,September Mixed
708,18,1.19710232,0.380714807,58.81975186,11.01626919,1.17,0.408,5-Svarta2_Sep,Sep,Mixed,September Mixed
709,10,1.20021833,0.373376596,58.81977363,11.01629075,1.11,0.378,5-Svarta2_Sep,Sep,Mixed,September Mixed
710,8,1.200654147,0.362086712,58.81975402,11.01628271,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
711,9,1.20398315,0.377228771,58.8197513,11.01631296,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
712,3,1.204899707,0.429119962,58.81983341,11.0163575,1.26,0.4,5-Svarta2_Sep,Sep,Mixed,September Mixed
713,13,1.205592682,0.378019049,58.81961272,11.02714633,1.25,0.422,1-Meta1-Sep,Sep,Mixed,September Mixed
714,10,1.210860183,0.382495165,58.82194093,11.02775215,1.29,0.43,2_Meta2-Sep,Sep,Mixed,September Mixed
715,33,1.230213818,0.409645585,58.82004318,11.0273159,1.22,0.394,1-Meta1-Sep,Sep,Mixed,September Mixed
716,4,1.23360875,0.341812672,58.81978003,11.01632991,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
717,3,1.245980982,0.429358641,58.82204527,11.02783051,1.41,0.45,2_Meta2-Sep,Sep,Mixed,September Mixed
718,36,1.251871474,0.389298479,58.81949314,11.01651163,1.08,0.398,5-Svarta2_Sep,Sep,Mixed,September Mixed
719,29,1.253730312,0.393830202,58.82006356,11.02731511,1.34,0.387,1-Meta1-Sep,Sep,Mixed,September Mixed
720,20,1.254704544,0.400129253,58.81959331,11.0270664,1.26,0.39,1-Meta1-Sep,Sep,Mixed,September Mixed
721,11,1.259888411,0.351861266,58.8196168,11.02709391,1.25,0.39,1-Meta1-Sep,Sep,Mixed,September Mixed
722,39,1.265165756,0.412531455,58.81996621,11.02735047,1.37,0.383,1-Meta1-Sep,Sep,Mixed,September Mixed
723,2,1.266281847,0.399989318,58.82047814,11.04106555,NA,NA,3_Ramso_Left,Sep,Mixed,September Mixed
724,14,1.29127105,0.405352006,58.81960401,11.02714406,1.4,0.396,1-Meta1-Sep,Sep,Mixed,September Mixed
725,5,1.301767924,0.46333381,58.82202887,11.02779336,1.4,0.461,2_Meta2-Sep,Sep,Mixed,September Mixed
726,6,1.326296795,0.407125739,58.81976909,11.0162829,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
727,17,1.333020471,0.495093446,58.82190407,11.02776515,1.41,0.48,2_Meta2-Sep,Sep,Mixed,September Mixed
728,18,1.338134377,0.45306464,58.82188292,11.02774967,1.34,0.52,2_Meta2-Sep,Sep,Mixed,September Mixed
729,6,1.343397832,0.377877926,58.81963456,11.02716918,1.43,0.369,1-Meta1-Sep,Sep,Mixed,September Mixed
730,1,1.34913468,0.504998484,58.8220542,11.02783483,1.42,0.412,2_Meta2-Sep,Sep,Mixed,September Mixed
731,9,1.366324711,0.410430218,58.81962617,11.0271222,1.42,0.403,1-Meta1-Sep,Sep,Mixed,September Mixed
732,27,1.386767978,0.394812775,58.82008201,11.02733336,1.41,0.381,1-Meta1-Sep,Sep,Mixed,September Mixed
733,2,1.407889608,0.423281985,58.81978567,11.01628867,NA,NA,4_Svarta1_Sep,Sep,Mixed,September Mixed
734,15,1.413138083,0.451182703,58.82191811,11.02778899,1.41,0.44,2_Meta2-Sep,Sep,Mixed,September Mixed
735,13,1.419914033,0.449476882,58.82192148,11.02776763,1.37,0.47,2_Meta2-Sep,Sep,Mixed,September Mixed
736,16,1.435779652,0.485600616,58.82191263,11.02778207,1.62,0.502,2_Meta2-Sep,Sep,Mixed,September Mixed
737,14,1.48824778,0.45226421,58.82192095,11.02775347,1.46,0.41,2_Meta2-Sep,Sep,Mixed,September Mixed
